 Part ID ;Producer Name;producer code
1305;partname1305;prod1305
1306;partname1306;prod1306
1307;partname1307;prod1307
1308;partname1308;prod1308
1309;partname1309;prod1309
1310;partname1310;prod1310
1311;partname1311;prod1311
1312;partname1312;prod1312
1313;partname1313;prod1313
1314;partname1314;prod1314
1315;partname1315;prod1315
1316;partname1316;prod1316
1317;partname1317;prod1317
1318;partname1318;prod1318
1319;partname1319;prod1319
1320;partname1320;prod1320
1321;partname1321;prod1321
1322;partname1322;prod1322
1323;partname1323;prod1323
1324;partname1324;prod1324
1325;partname1325;prod1325
1326;partname1326;prod1326
1327;partname1327;prod1327
1328;partname1328;prod1328
1329;partname1329;prod1329
1330;partname1330;prod1330
1331;partname1331;prod1331
1332;partname1332;prod1332
1333;partname1333;prod1333
1334;partname1334;prod1334
1335;partname1335;prod1335
1336;partname1336;prod1336
1337;partname1337;prod1337
1338;partname1338;prod1338
1339;partname1339;prod1339
1340;partname1340;prod1340
1341;partname1341;prod1341
1342;partname1342;prod1342
1343;partname1343;prod1343
1344;partname1344;prod1344
1345;partname1345;prod1345
1346;partname1346;prod1346
1347;partname1347;prod1347
1348;partname1348;prod1348
1349;partname1349;prod1349
1350;partname1350;prod1350
1351;partname1351;prod1351
1352;partname1352;prod1352
1353;partname1353;prod1353
1354;partname1354;prod1354
1355;partname1355;prod1355
1356;partname1356;prod1356
1357;partname1357;prod1357
1358;partname1358;prod1358
1359;partname1359;prod1359
1360;partname1360;prod1360
1361;partname1361;prod1361
1362;partname1362;prod1362
1363;partname1363;prod1363
1364;partname1364;prod1364
1365;partname1365;prod1365
1366;partname1366;prod1366
1367;partname1367;prod1367
1368;partname1368;prod1368
1369;partname1369;prod1369
1370;partname1370;prod1370
1371;partname1371;prod1371
1372;partname1372;prod1372
1373;partname1373;prod1373
1374;partname1374;prod1374
1375;partname1375;prod1375
1376;partname1376;prod1376
1377;partname1377;prod1377
1378;partname1378;prod1378
1379;partname1379;prod1379
1380;partname1380;prod1380
1381;partname1381;prod1381
1382;partname1382;prod1382
1383;partname1383;prod1383
1384;partname1384;prod1384
1385;partname1385;prod1385
1386;partname1386;prod1386
1387;partname1387;prod1387
1388;partname1388;prod1388
1389;partname1389;prod1389
1390;partname1390;prod1390
1391;partname1391;prod1391
1392;partname1392;prod1392
1393;partname1393;prod1393
1394;partname1394;prod1394
1395;partname1395;prod1395
1396;partname1396;prod1396
1397;partname1397;prod1397
1398;partname1398;prod1398
1399;partname1399;prod1399
1400;partname1400;prod1400
1401;partname1401;prod1401
1402;partname1402;prod1402
1403;partname1403;prod1403
1404;partname1404;prod1404
1405;partname1405;prod1405
1406;partname1406;prod1406
1407;partname1407;prod1407
1408;partname1408;prod1408
1409;partname1409;prod1409
1410;partname1410;prod1410
1411;partname1411;prod1411
1412;partname1412;prod1412
1413;partname1413;prod1413
1414;partname1414;prod1414
1415;partname1415;prod1415
1416;partname1416;prod1416
1417;partname1417;prod1417
1418;partname1418;prod1418
1419;partname1419;prod1419
1420;partname1420;prod1420
1421;partname1421;prod1421
1422;partname1422;prod1422
1423;partname1423;prod1423
1424;partname1424;prod1424
1425;partname1425;prod1425
1426;partname1426;prod1426
1427;partname1427;prod1427
1428;partname1428;prod1428
1429;partname1429;prod1429
1430;partname1430;prod1430
1431;partname1431;prod1431
1432;partname1432;prod1432
1433;partname1433;prod1433
1434;partname1434;prod1434
1435;partname1435;prod1435
1436;partname1436;prod1436
1437;partname1437;prod1437
1438;partname1438;prod1438
1439;partname1439;prod1439
1440;partname1440;prod1440
1441;partname1441;prod1441
1442;partname1442;prod1442
1443;partname1443;prod1443
1444;partname1444;prod1444
1445;partname1445;prod1445
1446;partname1446;prod1446
1447;partname1447;prod1447
1448;partname1448;prod1448
1449;partname1449;prod1449
1450;partname1450;prod1450
1451;partname1451;prod1451
1452;partname1452;prod1452
1453;partname1453;prod1453
1454;partname1454;prod1454
1455;partname1455;prod1455
1456;partname1456;prod1456
1457;partname1457;prod1457
1458;partname1458;prod1458
1459;partname1459;prod1459
1460;partname1460;prod1460
1461;partname1461;prod1461
1462;partname1462;prod1462
1463;partname1463;prod1463
1464;partname1464;prod1464
1465;partname1465;prod1465
1466;partname1466;prod1466
1467;partname1467;prod1467
1468;partname1468;prod1468
1469;partname1469;prod1469
1470;partname1470;prod1470
1471;partname1471;prod1471
1472;partname1472;prod1472
1473;partname1473;prod1473
1474;partname1474;prod1474
1475;partname1475;prod1475
1476;partname1476;prod1476
1477;partname1477;prod1477
1478;partname1478;prod1478
1479;partname1479;prod1479
1480;partname1480;prod1480
1481;partname1481;prod1481
1482;partname1482;prod1482
1483;partname1483;prod1483
1484;partname1484;prod1484
1485;partname1485;prod1485
1486;partname1486;prod1486
1487;partname1487;prod1487
1488;partname1488;prod1488
1489;partname1489;prod1489
1490;partname1490;prod1490
1491;partname1491;prod1491
1492;partname1492;prod1492
1493;partname1493;prod1493
1494;partname1494;prod1494
1495;partname1495;prod1495
1496;partname1496;prod1496
1497;partname1497;prod1497
1498;partname1498;prod1498
1499;partname1499;prod1499
1500;partname1500;prod1500
1501;partname1501;prod1501
1502;partname1502;prod1502
1503;partname1503;prod1503
1504;partname1504;prod1504
1505;partname1505;prod1505
1506;partname1506;prod1506
1507;partname1507;prod1507
1508;partname1508;prod1508
1509;partname1509;prod1509
1510;partname1510;prod1510
1511;partname1511;prod1511
1512;partname1512;prod1512
1513;partname1513;prod1513
1514;partname1514;prod1514
1515;partname1515;prod1515
1516;partname1516;prod1516
1517;partname1517;prod1517
1518;partname1518;prod1518
1519;partname1519;prod1519
1520;partname1520;prod1520
1521;partname1521;prod1521
1522;partname1522;prod1522
1523;partname1523;prod1523
1524;partname1524;prod1524
1525;partname1525;prod1525
1526;partname1526;prod1526
1527;partname1527;prod1527
1528;partname1528;prod1528
1529;partname1529;prod1529
1530;partname1530;prod1530
1531;partname1531;prod1531
1532;partname1532;prod1532
1533;partname1533;prod1533
1534;partname1534;prod1534
1535;partname1535;prod1535
1536;partname1536;prod1536
1537;partname1537;prod1537
1538;partname1538;prod1538
1539;partname1539;prod1539
1540;partname1540;prod1540
1541;partname1541;prod1541
1542;partname1542;prod1542
1543;partname1543;prod1543
1544;partname1544;prod1544
1545;partname1545;prod1545
1546;partname1546;prod1546
1547;partname1547;prod1547
1548;partname1548;prod1548
1549;partname1549;prod1549
1550;partname1550;prod1550
1551;partname1551;prod1551
1552;partname1552;prod1552
1553;partname1553;prod1553
1554;partname1554;prod1554
1555;partname1555;prod1555
1556;partname1556;prod1556
1557;partname1557;prod1557
1558;partname1558;prod1558
1559;partname1559;prod1559
1560;partname1560;prod1560
1561;partname1561;prod1561
1562;partname1562;prod1562
1563;partname1563;prod1563
1564;partname1564;prod1564
1565;partname1565;prod1565
1566;partname1566;prod1566
1567;partname1567;prod1567
1568;partname1568;prod1568
1569;partname1569;prod1569
1570;partname1570;prod1570
1571;partname1571;prod1571
1572;partname1572;prod1572
1573;partname1573;prod1573
1574;partname1574;prod1574
1575;partname1575;prod1575
1576;partname1576;prod1576
1577;partname1577;prod1577
1578;partname1578;prod1578
1579;partname1579;prod1579
1580;partname1580;prod1580
1581;partname1581;prod1581
1582;partname1582;prod1582
1583;partname1583;prod1583
1584;partname1584;prod1584
1585;partname1585;prod1585
1586;partname1586;prod1586
1587;partname1587;prod1587
1588;partname1588;prod1588
1589;partname1589;prod1589
1590;partname1590;prod1590
1591;partname1591;prod1591
1592;partname1592;prod1592
1593;partname1593;prod1593
1594;partname1594;prod1594
1595;partname1595;prod1595
1596;partname1596;prod1596
1597;partname1597;prod1597
1598;partname1598;prod1598
1599;partname1599;prod1599
1600;partname1600;prod1600
1601;partname1601;prod1601
1602;partname1602;prod1602
1603;partname1603;prod1603
1604;partname1604;prod1604
1605;partname1605;prod1605
1606;partname1606;prod1606
1607;partname1607;prod1607
1608;partname1608;prod1608
1609;partname1609;prod1609
1610;partname1610;prod1610
1611;partname1611;prod1611
1612;partname1612;prod1612
1613;partname1613;prod1613
1614;partname1614;prod1614
1615;partname1615;prod1615
1616;partname1616;prod1616
1617;partname1617;prod1617
1618;partname1618;prod1618
1619;partname1619;prod1619
1620;partname1620;prod1620
1621;partname1621;prod1621
1622;partname1622;prod1622
1623;partname1623;prod1623
1624;partname1624;prod1624
1625;partname1625;prod1625
1626;partname1626;prod1626
1627;partname1627;prod1627
1628;partname1628;prod1628
1629;partname1629;prod1629
1630;partname1630;prod1630
1631;partname1631;prod1631
1632;partname1632;prod1632
1633;partname1633;prod1633
1634;partname1634;prod1634
1635;partname1635;prod1635
1636;partname1636;prod1636
1637;partname1637;prod1637
1638;partname1638;prod1638
1639;partname1639;prod1639
1640;partname1640;prod1640
1641;partname1641;prod1641
1642;partname1642;prod1642
1643;partname1643;prod1643
1644;partname1644;prod1644
1645;partname1645;prod1645
1646;partname1646;prod1646
1647;partname1647;prod1647
1648;partname1648;prod1648
1649;partname1649;prod1649
1650;partname1650;prod1650
1651;partname1651;prod1651
1652;partname1652;prod1652
1653;partname1653;prod1653
1654;partname1654;prod1654
1655;partname1655;prod1655
1656;partname1656;prod1656
1657;partname1657;prod1657
1658;partname1658;prod1658
1659;partname1659;prod1659
1660;partname1660;prod1660
1661;partname1661;prod1661
1662;partname1662;prod1662
1663;partname1663;prod1663
1664;partname1664;prod1664
1665;partname1665;prod1665
1666;partname1666;prod1666
1667;partname1667;prod1667
1668;partname1668;prod1668
1669;partname1669;prod1669
1670;partname1670;prod1670
1671;partname1671;prod1671
1672;partname1672;prod1672
1673;partname1673;prod1673
1674;partname1674;prod1674
1675;partname1675;prod1675
1676;partname1676;prod1676
1677;partname1677;prod1677
1678;partname1678;prod1678
1679;partname1679;prod1679
1680;partname1680;prod1680
1681;partname1681;prod1681
1682;partname1682;prod1682
1683;partname1683;prod1683
1684;partname1684;prod1684
1685;partname1685;prod1685
1686;partname1686;prod1686
1687;partname1687;prod1687
1688;partname1688;prod1688
1689;partname1689;prod1689
1690;partname1690;prod1690
1691;partname1691;prod1691
1692;partname1692;prod1692
1693;partname1693;prod1693
1694;partname1694;prod1694
1695;partname1695;prod1695
1696;partname1696;prod1696
1697;partname1697;prod1697
1698;partname1698;prod1698
1699;partname1699;prod1699
1700;partname1700;prod1700
1701;partname1701;prod1701
1702;partname1702;prod1702
1703;partname1703;prod1703
1704;partname1704;prod1704
1705;partname1705;prod1705
1706;partname1706;prod1706
1707;partname1707;prod1707
1708;partname1708;prod1708
1709;partname1709;prod1709
1710;partname1710;prod1710
1711;partname1711;prod1711
1712;partname1712;prod1712
1713;partname1713;prod1713
1714;partname1714;prod1714
1715;partname1715;prod1715
1716;partname1716;prod1716
1717;partname1717;prod1717
1718;partname1718;prod1718
1719;partname1719;prod1719
1720;partname1720;prod1720
1721;partname1721;prod1721
1722;partname1722;prod1722
1723;partname1723;prod1723
1724;partname1724;prod1724
1725;partname1725;prod1725
1726;partname1726;prod1726
1727;partname1727;prod1727
1728;partname1728;prod1728
1729;partname1729;prod1729
1730;partname1730;prod1730
1731;partname1731;prod1731
1732;partname1732;prod1732
1733;partname1733;prod1733
1734;partname1734;prod1734
1735;partname1735;prod1735
1736;partname1736;prod1736
1737;partname1737;prod1737
1738;partname1738;prod1738
1739;partname1739;prod1739
1740;partname1740;prod1740
1741;partname1741;prod1741
1742;partname1742;prod1742
1743;partname1743;prod1743
1744;partname1744;prod1744
1745;partname1745;prod1745
1746;partname1746;prod1746
1747;partname1747;prod1747
1748;partname1748;prod1748
1749;partname1749;prod1749
1750;partname1750;prod1750
1751;partname1751;prod1751
1752;partname1752;prod1752
1753;partname1753;prod1753
1754;partname1754;prod1754
1755;partname1755;prod1755
1756;partname1756;prod1756
1757;partname1757;prod1757
1758;partname1758;prod1758
1759;partname1759;prod1759
1760;partname1760;prod1760
1761;partname1761;prod1761
1762;partname1762;prod1762
1763;partname1763;prod1763
1764;partname1764;prod1764
1765;partname1765;prod1765
1766;partname1766;prod1766
1767;partname1767;prod1767
1768;partname1768;prod1768
1769;partname1769;prod1769
1770;partname1770;prod1770
1771;partname1771;prod1771
1772;partname1772;prod1772
1773;partname1773;prod1773
1774;partname1774;prod1774
1775;partname1775;prod1775
1776;partname1776;prod1776
1777;partname1777;prod1777
1778;partname1778;prod1778
1779;partname1779;prod1779
1780;partname1780;prod1780
1781;partname1781;prod1781
1782;partname1782;prod1782
1783;partname1783;prod1783
1784;partname1784;prod1784
1785;partname1785;prod1785
1786;partname1786;prod1786
1787;partname1787;prod1787
1788;partname1788;prod1788
1789;partname1789;prod1789
1790;partname1790;prod1790
1791;partname1791;prod1791
1792;partname1792;prod1792
1793;partname1793;prod1793
1794;partname1794;prod1794
1795;partname1795;prod1795
1796;partname1796;prod1796
1797;partname1797;prod1797
1798;partname1798;prod1798
1799;partname1799;prod1799
1800;partname1800;prod1800
1801;partname1801;prod1801
1802;partname1802;prod1802
1803;partname1803;prod1803
1804;partname1804;prod1804
1805;partname1805;prod1805
1806;partname1806;prod1806
1807;partname1807;prod1807
1808;partname1808;prod1808
1809;partname1809;prod1809
1810;partname1810;prod1810
1811;partname1811;prod1811
1812;partname1812;prod1812
1813;partname1813;prod1813
1814;partname1814;prod1814
1815;partname1815;prod1815
1816;partname1816;prod1816
1817;partname1817;prod1817
1818;partname1818;prod1818
1819;partname1819;prod1819
1820;partname1820;prod1820
1821;partname1821;prod1821
1822;partname1822;prod1822
1823;partname1823;prod1823
1824;partname1824;prod1824
1825;partname1825;prod1825
1826;partname1826;prod1826
1827;partname1827;prod1827
1828;partname1828;prod1828
1829;partname1829;prod1829
1830;partname1830;prod1830
1831;partname1831;prod1831
1832;partname1832;prod1832
1833;partname1833;prod1833
1834;partname1834;prod1834
1835;partname1835;prod1835
1836;partname1836;prod1836
1837;partname1837;prod1837
1838;partname1838;prod1838hfjhfjhfjkjdhkljfjdskljfkldsjfkljdskljfkldsjfkljdsklfjkldjsklfjklsdjfkldjsklfjdklsfjkldsjfkljdklsfjkldjsklfjdklsjfkldjsklfjdklsjfkldjsklfjdklsjfkldjsklfjkldsjfkldjsklfjdklsfjkldjsfkljsdklfjkldsjklfjsdkljfkldsjkldjsfkljdsjfkldjsklfjdskljfklsjdfklj
1839;partname1839;prod1839
1840;partname1840;prod1840
1841;partname1841;prod1841
1842;partname1842;prod1842
1843;partname1843;prod1843
1844;partname1844;prod1844
1845;partname1845;prod1845
1846;partname1846;prod1846
1847;partname1847;prod1847
1848;partname1848;prod1848
1849;partname1849;prod1849
1850;partname1850;prod1850
1851;partname1851;prod1851
1852;partname1852;prod1852
1853;partname1853;prod1853
1854;partname1854;prod1854
1855;partname1855;prod1855
1856;partname1856;prod1856
1857;partname1857;prod1857
1858;partname1858;prod1858
1859;partname1859;prod1859
1860;partname1860;prod1860
1861;partname1861;prod1861
1862;partname1862;prod1862
1863;partname1863;prod1863
1864;partname1864;prod1864
1865;partname1865;prod1865
1866;partname1866;prod1866
1867;partname1867;prod1867
1868;partname1868;prod1868
1869;partname1869;prod1869
1870;partname1870;prod1870
1871;partname1871;prod1871
1872;partname1872;prod1872
1873;partname1873;prod1873
1874;partname1874;prod1874
1875;partname1875;prod1875
1876;partname1876;prod1876
1877;partname1877;prod1877
1878;partname1878;prod1878
1879;partname1879;prod1879
1880;partname1880;prod1880
1881;partname1881;prod1881
1882;partname1882;prod1882
1883;partname1883;prod1883
1884;partname1884;prod1884
1885;partname1885;prod1885
1886;partname1886;prod1886
1887;partname1887;prod1887
1888;partname1888;prod1888
1889;partname1889;prod1889
1890;partname1890;prod1890
1891;partname1891;prod1891
1892;partname1892;prod1892
1893;partname1893;prod1893
1894;partname1894;prod1894
1895;partname1895;prod1895
1896;partname1896;prod1896
1897;partname1897;prod1897
1898;partname1898;prod1898
1899;partname1899;prod1899
1900;partname1900;prod1900
1901;partname1901;prod1901
1902;partname1902;prod1902
1903;partname1903;prod1903
1904;partname1904;prod1904
1905;partname1905;prod1905
1906;partname1906;prod1906
1907;partname1907;prod1907
1908;partname1908;prod1908
1909;partname1909;prod1909
1910;partname1910;prod1910
1911;partname1911;prod1911
1912;partname1912;prod1912
1913;partname1913;prod1913
1914;partname1914;prod1914
1915;partname1915;prod1915
1916;partname1916;prod1916
1917;partname1917;prod1917
1918;partname1918;prod1918
1919;partname1919;prod1919
1920;partname1920;prod1920
1921;partname1921;prod1921
1922;partname1922;prod1922
1923;partname1923;prod1923
1924;partname1924;prod1924
1925;partname1925;prod1925
1926;partname1926;prod1926
1927;partname1927;prod1927
1928;partname1928;prod1928
1929;partname1929;prod1929
1930;partname1930;prod1930
1931;partname1931;prod1931
1932;partname1932;prod1932
1933;partname1933;prod1933
1934;;prod1934
1935;partname1935;prod1935
1936;partname1936;prod1936
1937;partname1937;prod1937
1938;partname1938;prod1938
1939;partname1939;prod1939
1940;partname1940;prod1940
1941;partname1941;prod1941
1942;partname1942;prod1942
1943;partname1943;prod1943
1944;partname1944;prod1944
1945;partname1945;prod1945
1946;partname1946;prod1946
1947;partname1947;prod1947
1948;partname1948;prod1948
1949;partname1949;prod1949
1950;partname1950;prod1950
1951;partname1951;prod1951
1952;partname1952;prod1952
1953;partname1953;prod1953
1954;partname1954;prod1954
1955;partname1955;prod1955
1956;partname1956;prod1956
1957;partname1957;prod1957
1958;partname1958;prod1958
sadasdas;partname1959;prod1959
1960;partname1960;prod1960
1961;partname1961;prod1961
1962;partname1962;prod1962
1963;partname1963;prod1963
1964;partname1964;prod1964
1965;partname1965;prod1965
1966;partname1966;prod1966
1967;partname1967;prod1967
1968;partname1968;prod1968
1969;partname1969;prod1969
1970;partname1970;prod1970
1971;partname1971;prod1971
1972;partname1972;prod1972
1973;partname1973;prod1973
1974;partname1974;prod1974
1975;partname1975;prod1975
1976;partname1976;prod1976
1977;partname1977;prod1977
1978;partname1978;prod1978
1979;partname1979;prod1979
1980;partname1980;prod1980
1981;partname1981;prod1981
1982;partname1982;prod1982
1983;partname1983;prod1983
1984;partname1984;prod1984
1985;partname1985;prod1985
1986;partname1986;prod1986
1987;partname1987;prod1987
1988;partname1988;prod1988
1989;partname1989;prod1989
1990;partname1990;prod1990
1991;partname1991;prod1991
1992;partname1992;prod1992
1993;partname1993;prod1993
1994;partname1994;prod1994
1995;partname1995;prod1995
1996;partname1996;prod1996
1997;partname1997;prod1997
1998;partname1998;prod1998
1999;partname1999;prod1999
2000;partname2000;prod2000
